tic,gic_sub_industry,gic_industry,gic_group,gic_sector,naics_industry,naics_group,naiscs_sector,sic_industry,sic_group,sic_sector
ELF,30302010,303020,3030,30,325620,3256,32,2844,284,28
HUM,35102030,351020,3510,35,621491,6214,62,6324,632,63
AVID,45202030,452020,4520,45,333316,3333,33,3861,386,38
INTU,45103010,451030,4510,45,511210,5112,51,7372,737,73
SCVL,25504010,255040,2550,25,448210,4482,44,5661,566,56
CSTR,40101015,401010,4010,40,522110,5221,52,6020,602,60
ALG,20106010,201060,2010,20,333111,3331,33,3523,352,35
MCHP,45301020,453010,4530,45,334413,3344,33,3674,367,36
BOMN,50201010,502010,5020,50,541850,5418,54,7310,731,73
CHS,25504010,255040,2550,25,448120,4481,44,5621,562,56
FLGT,35102015,351020,3510,35,621511,6215,62,8071,807,80
BANF,40101015,401010,4010,40,522110,5221,52,6020,602,60
CB,40301040,403010,4030,40,524126,5241,52,6331,633,63
ASIX,15101010,151010,1510,15,325220,3252,32,2820,282,28
DZSI,45201020,452010,4520,45,334210,3342,33,3661,366,36
COUP,45103010,451030,4510,45,518210,5182,51,7370,737,73
FOSL,25203010,252030,2520,25,334519,3345,33,3873,387,38
BPYU,60101070,601010,6010,60,531120,5311,53,6798,679,67
SANM,45203020,452030,4520,45,334412,3344,33,3672,367,36
TCBK,40101015,401010,4010,40,522110,5221,52,6020,602,60
ATR,15103010,151030,1510,15,326199,3261,32,3089,308,30
ORLY,25504050,255040,2550,25,441310,4413,44,5531,553,55
RCL,25301020,253010,2530,25,483112,4831,48,4400,440,44
HWM,20101010,201010,2010,20,336413,3364,33,3728,372,37
AVNT,15101050,151010,1510,15,325211,3252,32,2821,282,28
JBL,45203020,452030,4520,45,334412,3344,33,3672,367,36
ANIK,35201010,352010,3520,35,325414,3254,32,2836,283,28
RGA,40301050,403010,4030,40,524130,5241,52,6311,631,63
GABC,40101015,401010,4010,40,522110,5221,52,6020,602,60
CDW,45203030,452030,4520,45,423430,4234,42,5045,504,50
HR,60101050,601010,6010,60,531190,5311,53,6798,679,67
AKR,60101070,601010,6010,60,531120,5311,53,6798,679,67
RIG,10101010,101010,1010,10,213111,2131,21,1381,138,13
SKT,60101070,601010,6010,60,531120,5311,53,6798,679,67
ALL,40301040,403010,4030,40,524126,5241,52,6331,633,63
IRTC,35101010,351010,3510,35,334510,3345,33,3845,384,38
GTYH,45103010,451030,4510,45,518210,5182,51,7370,737,73
OFIX,35101010,351010,3510,35,339112,3391,33,3841,384,38
SPNS,45103010,451030,4510,45,511210,5112,51,7372,737,73
PZZA,25301040,253010,2530,25,722513,7225,72,5812,581,58
THRM,25101010,251010,2510,25,336390,3363,33,3714,371,37
BBSI,20202010,202020,2020,20,561311,5613,56,7363,736,73
BL,45103010,451030,4510,45,518210,5182,51,7370,737,73
YUMC,25301040,253010,2530,25,722511,7225,72,5812,581,58
GRWG,25504030,255040,2550,25,444220,4442,44,5200,520,52
BCO,20201080,202010,2020,20,561613,5616,56,7381,738,73
PFC,40102010,401020,4010,40,522120,5221,52,6035,603,60
CPT,60101060,601010,6010,60,531110,5311,53,6798,679,67
IIPR,60101020,601010,6010,60,531120,5311,53,6798,679,67
MCRI,25301010,253010,2530,25,721120,7211,72,7990,799,79
CNDT,45102020,451020,4510,45,518210,5182,51,7374,737,73
EQR,60101060,601010,6010,60,531110,5311,53,6798,679,67
BWA,25101010,251010,2510,25,336310,3363,33,3714,371,37
SPTN,30101020,301010,3010,30,424410,4244,42,5141,514,51
BFS,60101070,601010,6010,60,531120,5311,53,6798,679,67
WINA,25504040,255040,2550,25,533110,5331,53,6794,679,67
PFGC,30101020,301010,3010,30,4244,4244,42,5140,514,51
LW,30202030,302020,3020,30,311411,3114,31,2030,203,20
ARWR,35201010,352010,3520,35,325414,3254,32,2836,283,28
CASH,40102010,401020,4010,40,522120,5221,52,6035,603,60
KDP,30201030,302010,3020,30,311920,3119,31,2090,209,20
MAR,25301020,253010,2530,25,721110,7211,72,7011,701,70
BDC,45203015,452030,4520,45,33441,3344,33,3670,367,36
QCRH,40101015,401010,4010,40,522110,5221,52,6020,602,60
VREX,35101010,351010,3510,35,334517,3345,33,3844,384,38
BYD,25301010,253010,2530,25,721120,7211,72,7990,799,79
DECK,25203020,252030,2520,25,316998,3169,31,3100,310,31
ALBO,35201010,352010,3520,35,325414,3254,32,2836,283,28
COST,30101040,301010,3010,30,452311,4523,45,5399,539,53
LXP,60101020,601010,6010,60,531120,5311,53,6798,679,67
RVSB,40102010,401020,4010,40,522120,5221,52,6035,603,60
REG,60101070,601010,6010,60,531120,5311,53,6798,679,67
FFIN,40101015,401010,4010,40,522110,5221,52,6020,602,60
PTEN,10101010,101010,1010,10,213111,2131,21,1381,138,13
INCY,35201010,352010,3520,35,325414,3254,32,2836,283,28
ROCK,20102010,201020,2010,20,331221,3312,33,3310,331,33
ITRI,45203010,452030,4520,45,334514,3345,33,3824,382,38
URBN,25504010,255040,2550,25,448140,4481,44,5651,565,56
CNTY,25301010,253010,2530,25,721120,7211,72,7990,799,79
CARS,50203010,502030,5020,50,519130,5191,51,7370,737,73
UFPI,20102010,201020,2010,20,321999,3219,32,2421,242,24
ICHR,45301010,453010,4530,45,333242,3332,33,3559,355,35
FWRD,20301010,203010,2030,20,484110,4841,48,4210,421,42
BYSI,35201010,352010,3520,35,325414,3254,32,2836,283,28
BPFH,40101015,401010,4010,40,522110,5221,52,6020,602,60
SCHN,15104050,151040,1510,15,423930,4239,42,5093,509,50
VIAV,45201020,452010,4520,45,334210,3342,33,3576,357,35
KALV,35201010,352010,3520,35,325414,3254,32,2836,283,28
NYCB,40102010,401020,4010,40,522120,5221,52,6036,603,60
SUI,60101060,601010,6010,60,531110,5311,53,6798,679,67
CASA,45201020,452010,4520,45,334118,3341,33,3576,357,35
SHOO,25203020,252030,2520,25,316210,3162,31,3140,314,31
SPG,60101070,601010,6010,60,531120,5311,53,6798,679,67
EMN,15101020,151010,1510,15,325211,3252,32,2821,282,28
UFPT,15103020,151030,1510,15,326140,3261,32,3086,308,30
LNG,10102040,101020,1010,10,211130,2111,21,1311,131,13
PCSB,40102010,401020,4010,40,522110,5221,52,6020,602,60
MED,30302010,303020,3030,30,311999,3119,31,2090,209,20
NEX,10101020,101010,1010,10,213112,2131,21,1389,138,13
NODK,40301040,403010,4030,40,524126,5241,52,6331,633,63
HAIN,30202030,302020,3020,30,311,311,31,2000,200,20
MAA,60101060,601010,6010,60,531110,5311,53,6798,679,67
WTTR,10101020,101010,1010,10,213112,2131,21,1389,138,13
JNCE,35201010,352010,3520,35,325414,3254,32,2836,283,28
DAKT,45203010,452030,4520,45,339950,3399,33,3990,399,39
DSPG,45301020,453010,4530,45,334220,3342,33,3663,366,36
MLM,15102010,151020,1510,15,212313,2123,21,1400,140,14
TSCO,25504040,255040,2550,25,453998,4539,45,5200,520,52
ALB,15101050,151010,1510,15,325180,3251,32,2810,281,28
BZH,25201030,252010,2520,25,236117,2361,23,1531,153,15
IVZ,40203010,402030,4020,40,523920,5239,52,6282,628,62
WRK,15103020,151030,1510,15,322211,3222,32,2650,265,26
BCRX,35201010,352010,3520,35,325414,3254,32,2836,283,28
FMNB,40101015,401010,4010,40,522110,5221,52,6020,602,60
MAC,60101070,601010,6010,60,531120,5311,53,6798,679,67
ZEUS,15104050,151040,1510,15,423510,4235,42,5051,505,50
AVB,60101060,601010,6010,60,531110,5311,53,6798,679,67
NNBR,20106020,201060,2010,20,332991,3329,33,3562,356,35
CPRT,20201070,202010,2020,20,425120,4251,42,5010,501,50
SCSC,45203030,452030,4520,45,423430,4234,42,5045,504,50
MPAA,25101010,251010,2510,25,336320,3363,33,3690,369,36
LMNR,30202010,302020,3020,30,111320,1113,11,100,100,10
PLD,60101020,601010,6010,60,531120,5311,53,6798,679,67
FMBH,40101015,401010,4010,40,522110,5221,52,6020,602,60
INVH,60101060,601010,6010,60,531110,5311,53,6798,679,67
EXP,15102010,151020,1510,15,327420,3274,32,3270,327,32
SMBC,40102010,401020,4010,40,522120,5221,52,6036,603,60
AEO,25504010,255040,2550,25,4481,4481,44,5600,560,56
ADC,60101070,601010,6010,60,531120,5311,53,6798,679,67
HLNE,40203010,402030,4020,40,5239,5239,52,6282,628,62
IR,20106020,201060,2010,20,333912,3339,33,3560,356,35
NKTR,35202010,352020,3520,35,325412,3254,32,2834,283,28
PUMP,10101020,101010,1010,10,213112,2131,21,1389,138,13
ABCB,40101015,401010,4010,40,522110,5221,52,6020,602,60
TELL,10102020,101020,1010,10,211120,2111,21,1311,131,13
PENN,25301010,253010,2530,25,713290,7132,71,7990,799,79
SSD,20102010,201020,2010,20,332510,3325,33,3420,342,34
LJPC,35201010,352010,3520,35,325414,3254,32,2836,283,28
LBRT,10101020,101010,1010,10,213112,2131,21,1389,138,13
ESS,60101060,601010,6010,60,531110,5311,53,6798,679,67
HIW,60101040,601010,6010,60,531120,5311,53,6798,679,67
IMAX,50202010,502020,5020,50,333316,3333,33,3861,386,38
FR,60101020,601010,6010,60,531120,5311,53,6798,679,67
HCC,15104050,151040,1510,15,21211,2121,21,1220,122,12
FDP,30202010,302020,3020,30,111339,1113,11,100,100,10
GBX,20106010,201060,2010,20,336510,3365,33,3743,374,37
MATW,20201070,202010,2020,20,323111,3231,32,2790,279,27
AIV,60101060,601010,6010,60,531110,5311,53,6798,679,67
GEO,60101080,601010,6010,60,531120,5311,53,6798,679,67
SOI,10101020,101010,1010,10,532412,5324,53,7359,735,73
MLR,20106010,201060,2010,20,336211,3362,33,3713,371,37
ARD,15103010,151030,1510,15,332431,3324,33,3411,341,34
ADTN,45201020,452010,4520,45,334210,3342,33,3661,366,36
AMED,35102015,351020,3510,35,621610,6216,62,8082,808,80
YEXT,45103010,451030,4510,45,519130,5191,51,7370,737,73
CLI,60101040,601010,6010,60,531120,5311,53,6798,679,67
DAR,30202010,302020,3020,30,311613,3116,31,2070,207,20
AYX,45103010,451030,4510,45,519130,5191,51,7370,737,73
SIRI,50201030,502010,5020,50,515112,5151,51,4832,483,48
RS,15104050,151040,1510,15,423510,4235,42,5051,505,50
OKTA,45102030,451020,4510,45,519130,5191,51,7370,737,73
O,60101070,601010,6010,60,531120,5311,53,6798,679,67
KNX,20304020,203040,2030,20,484121,4841,48,4213,421,42
AZPN,45103010,451030,4510,45,511210,5112,51,7372,737,73
CVLG,20304020,203040,2030,20,484121,4841,48,4213,421,42
NWBI,40102010,401020,4010,40,522120,5221,52,6035,603,60
CADE,40101015,401010,4010,40,522110,5221,52,6020,602,60
COF,40202010,402020,4020,40,522210,5222,52,6141,614,61
EEX,50201010,502010,5020,50,561920,5619,56,7389,738,73
CVNA,25504050,255040,2550,25,454110,4541,45,5961,596,59
CLDR,45103010,451030,4510,45,519130,5191,51,7370,737,73
URGN,35201010,352010,3520,35,325414,3254,32,2836,283,28
VERI,45103010,451030,4510,45,518210,5182,51,7370,737,73
BHVN,35201010,352010,3520,35,325412,3254,32,2834,283,28
AM,10102040,101020,1010,10,486210,4862,48,4922,492,49
OVID,35201010,352010,3520,35,325414,3254,32,2836,283,28
SVRA,35201010,352010,3520,35,325412,3254,32,2834,283,28
APPN,45103020,451030,4510,45,519130,5191,51,7370,737,73
KREF,40204010,402040,4020,40,525990,5259,52,6798,679,67
MGY,10102020,101020,1010,10,211120,2111,21,1311,131,13
GNTY,40101015,401010,4010,40,522110,5221,52,6020,602,60
GTHX,35201010,352010,3520,35,325414,3254,32,2836,283,28
FOCS,40203010,402030,4020,40,523930,5239,52,6282,628,62
NESR,10101020,101010,1010,10,213112,2131,21,1389,138,13
HAFC,40101015,401010,4010,40,522110,5221,52,6020,602,60
AGS,25301010,253010,2530,25,339999,3399,33,3990,399,39
ATNX,35201010,352010,3520,35,325414,3254,32,2836,283,28
NSIT,45203030,452030,4520,45,423430,4234,42,5045,504,50
SSTI,45103010,451030,4510,45,519130,5191,51,7370,737,73
RCII,25504020,255040,2550,25,532210,5322,53,7350,735,73
WOW,50201030,502010,5020,50,517311,5173,51,4813,481,48
BRKS,45301010,453010,4530,45,333242,3332,33,3559,355,35
SGH,45301020,453010,4530,45,334413,3344,33,3674,367,36
SNEX,40203020,402030,4020,40,523130,5231,52,6200,620,62
CODX,35101010,351010,3510,35,325413,3254,32,2835,283,28
ACIW,45103010,451030,4510,45,518210,5182,51,7370,737,73
BY,40101015,401010,4010,40,522110,5221,52,6020,602,60
DLTR,25503020,255030,2550,25,452319,4523,45,5331,533,53
ESQ,40101015,401010,4010,40,522110,5221,52,6020,602,60
NATI,45203010,452030,4520,45,511210,5112,51,7372,737,73
MRSN,35201010,352010,3520,35,325414,3254,32,2836,283,28
ABC,35102010,351020,3510,35,424210,4242,42,5122,512,51
ATLO,40101015,401010,4010,40,522110,5221,52,6020,602,60
CBZ,20202020,202020,2020,20,541219,5412,54,8721,872,87
BMRC,40101015,401010,4010,40,522110,5221,52,6020,602,60
BHF,40301020,403010,4030,40,524113,5241,52,6311,631,63
HLIT,45201020,452010,4520,45,334220,3342,33,3663,366,36
DRI,25301040,253010,2530,25,722511,7225,72,5812,581,58
RMD,35101010,351010,3510,35,334510,3345,33,3845,384,38
BHB,40101015,401010,4010,40,522110,5221,52,6020,602,60
AFIN,60101070,601010,6010,60,531120,5311,53,6798,679,67
SAFE,60101080,601010,6010,60,531190,5311,53,6798,679,67
TRTX,40204010,402040,4020,40,525990,5259,52,6798,679,67
GPMT,40204010,402040,4020,40,525990,5259,52,6798,679,67
KALA,35202010,352020,3520,35,325414,3254,32,2836,283,28
RDFN,60102040,601020,6010,60,531210,5312,53,6531,653,65
BKR,10101020,101010,1010,10,213112,2131,21,1389,138,13
JBGS,60101040,601010,6010,60,531120,5311,53,6798,679,67
CLXT,35201010,352010,3520,35,325414,3254,32,2836,283,28
PETQ,35102010,351020,3510,35,325412,3254,32,2834,283,28
PDLB,40102010,401020,4010,40,522120,5221,52,6035,603,60
MTEM,35201010,352010,3520,35,325414,3254,32,2836,283,28
PQG,15101050,151010,1510,15,325180,3251,32,2810,281,28
MBIO,35201010,352010,3520,35,325414,3254,32,2836,283,28
KRYS,35201010,352010,3520,35,325414,3254,32,2836,283,28
HBB,25201040,252010,2520,25,3352,3352,33,3630,363,36
CEIX,10102050,101020,1010,10,212112,2121,21,1220,122,12
ROKU,50202010,502020,5020,50,334310,3343,33,3651,365,36
DCPH,35201010,352010,3520,35,325414,3254,32,2836,283,28
OPTN,35202010,352020,3520,35,325412,3254,32,2834,283,28
SWCH,45102030,451020,4510,45,519130,5191,51,7370,737,73
MCB,40101015,401010,4010,40,522110,5221,52,6020,602,60
SPRO,35201010,352010,3520,35,325414,3254,32,2836,283,28
MDB,45102030,451020,4510,45,519130,5191,51,7370,737,73
FNKO,25501010,255010,2550,25,339930,3399,33,3942,394,39
ALTR,45103010,451030,4510,45,511210,5112,51,7372,737,73
CARG,50203010,502030,5020,50,518210,5182,51,7370,737,73
PACK,15103020,151030,1510,15,3222,3222,32,2670,267,26
BAND,50101010,501010,5010,50,519130,5191,51,7370,737,73
EYE,25504040,255040,2550,25,446130,4461,44,5990,599,59
VICI,60101080,601010,6010,60,531120,5311,53,6798,679,67
CBTX,40101015,401010,4010,40,522110,5221,52,6020,602,60
OSW,25302020,253020,2530,25,81219,8121,81,7200,720,72
AQUA,20106020,201060,2010,20,333318,3333,33,3580,358,35
MBIN,40102010,401020,4010,40,522110,5221,52,6020,602,60
SAIL,45103020,451030,4510,45,518210,5182,51,7370,737,73
CUE,35201010,352010,3520,35,325414,3254,32,2836,283,28
SFIX,25502020,255020,2550,25,454110,4541,45,5961,596,59
SBT,40102010,401020,4010,40,522120,5221,52,6035,603,60
ARCT,35201010,352010,3520,35,325414,3254,32,2836,283,28
NMRK,60102040,601020,6010,60,531210,5312,53,6531,653,65
ILPT,60101020,601010,6010,60,531120,5311,53,6798,679,67
LBC,40102010,401020,4010,40,522110,5221,52,6020,602,60
EQH,40201020,402010,4020,40,524113,5241,52,6311,631,63
WSC,20103010,201030,2010,20,531120,5311,53,6512,651,65
DNLI,35201010,352010,3520,35,325414,3254,32,2836,283,28
QTRX,35203010,352030,3520,35,334510,3345,33,3845,384,38
ODT,35202010,352020,3520,35,325412,3254,32,2834,283,28
AMEH,35102015,351020,3510,35,621999,6219,62,8090,809,80
AVYA,45103010,451030,4510,45,511210,5112,51,7372,737,73
ELOX,35202010,352020,3520,35,325414,3254,32,2836,283,28
VMD,35102015,351020,3510,35,621999,6219,62,8090,809,80
GTES,20106020,201060,2010,20,333612,3336,33,3560,356,35
SLDB,35201010,352010,3520,35,325414,3254,32,2836,283,28
RCKT,35201010,352010,3520,35,325414,3254,32,2836,283,28
EOLS,35202010,352020,3520,35,325412,3254,32,2834,283,28
ADT,20201080,202010,2020,20,561621,5616,56,7381,738,73
CDLX,50201010,502010,5020,50,519130,5191,51,7370,737,73
WHD,10101020,101010,1010,10,333132,3331,33,3533,353,35
BTAI,35201010,352010,3520,35,325414,3254,32,2836,283,28
EVFM,35202010,352020,3520,35,325412,3254,32,2834,283,28
COLD,60101020,601010,6010,60,531120,5311,53,6798,679,67
ZS,45103020,451030,4510,45,519130,5191,51,7370,737,73
CLBK,40102010,401020,4010,40,522120,5221,52,6035,603,60
PRPL,25201020,252010,2520,25,337910,3379,33,2510,251,25
STEP,40203010,402030,4020,40,523930,5239,52,6282,628,62
VXRT,35201010,352010,3520,35,325414,3254,32,2836,283,28
BWB,40102010,401020,4010,40,522110,5221,52,6020,602,60
RCUS,35201010,352010,3520,35,325414,3254,32,2836,283,28
DBX,45103010,451030,4510,45,519130,5191,51,7370,737,73
SPOT,50202010,502020,5020,50,518210,5182,51,7370,737,73
RFL,60102020,601020,6010,60,531120,5311,53,6512,651,65
ZUO,45103020,451030,4510,45,518210,5182,51,7370,737,73
FIXX,35201010,352010,3520,35,325414,3254,32,2836,283,28
WH,25301020,253010,2530,25,721110,7211,72,7011,701,70
LEVL,40101015,401010,4010,40,522110,5221,52,6020,602,60
SMAR,45103010,451030,4510,45,519130,5191,51,7370,737,73
DOCU,45103010,451030,4510,45,518210,5182,51,7370,737,73
STXB,40101015,401010,4010,40,522110,5221,52,6020,602,60
UBX,35201010,352010,3520,35,325414,3254,32,2836,283,28
CHX,10101020,101010,1010,10,333132,3331,33,3533,353,35
LASR,45203010,452030,4520,45,334413,3344,33,3674,367,36
GSHD,40301010,403010,4030,40,524210,5242,52,6411,641,64
ROAD,20103010,201030,2010,20,237,237,23,1600,160,16
LOVE,25201020,252010,2520,25,3371,3371,33,2510,251,25
INSP,35103010,351030,3510,35,334510,3345,33,3845,384,38
EVLO,35201010,352010,3520,35,325414,3254,32,2836,283,28
SRRK,35201010,352010,3520,35,325414,3254,32,2836,283,28
KNSA,35201010,352010,3520,35,325414,3254,32,2836,283,28
OBNK,40101015,401010,4010,40,522110,5221,52,6020,602,60
MGTA,35201010,352010,3520,35,325414,3254,32,2836,283,28
GSKY,45102020,451020,4510,45,519130,5191,51,7370,737,73
EVOP,45102020,451020,4510,45,518210,5182,51,7374,737,73
MGTX,35201010,352010,3520,35,325414,3254,32,2836,283,28
VRCA,35202010,352020,3520,35,325412,3254,32,2834,283,28
USX,20304020,203040,2030,20,4841,4841,48,4210,421,42
TCDA,35202010,352020,3520,35,325412,3254,32,2834,283,28
TBIO,35201010,352010,3520,35,325414,3254,32,2836,283,28
DOMO,45103010,451030,4510,45,518210,5182,51,7370,737,73
AVLR,45103010,451030,4510,45,519130,5191,51,7370,737,73
AMAL,40101015,401010,4010,40,522110,5221,52,6020,602,60
KZR,35201010,352010,3520,35,325414,3254,32,2836,283,28
BV,20201050,202010,2020,20,541320,5413,54,700,700,70
IIIV,45102020,451020,4510,45,518210,5182,51,7374,737,73
SKY,25201030,252010,2520,25,321991,3219,32,2451,245,24
AVRO,35201010,352010,3520,35,325414,3254,32,2836,283,28
XERS,35202010,352020,3520,35,325412,3254,32,2834,283,28
BE,20104020,201040,2010,20,335312,3353,33,3621,362,36
EPRT,60101010,601010,6010,60,5311,5311,53,6798,679,67
RPAY,45102020,451020,4510,45,518210,5182,51,7374,737,73
EVER,50203010,502030,5020,50,519130,5191,51,7370,737,73
RVI,60101070,601010,6010,60,531120,5311,53,6798,679,67
BJ,30101040,301010,3010,30,452311,4523,45,5399,539,53
REPL,35201010,352010,3520,35,325414,3254,32,2836,283,28
RUBY,35201010,352010,3520,35,325414,3254,32,2836,283,28
ALLK,35201010,352010,3520,35,325414,3254,32,2836,283,28
CRNX,35201010,352010,3520,35,325412,3254,32,2834,283,28
CNST,35201010,352010,3520,35,325414,3254,32,2836,283,28
IAA,20201070,202010,2020,20,4411,4411,44,5500,550,55
PRVB,35202010,352020,3520,35,325414,3254,32,2836,283,28
TENB,45103020,451030,4510,45,519130,5191,51,7370,737,73
ARLO,45203010,452030,4520,45,334290,3342,33,3669,366,36
SONO,25201010,252010,2520,25,334310,3343,33,3651,365,36
CWK,60102040,601020,6010,60,531312,5313,53,6531,653,65
LQDA,35202010,352020,3520,35,325414,3254,32,2836,283,28
IMXI,45102020,451020,4510,45,522320,5223,52,6099,609,60
FTDR,25302020,253020,2530,25,236118,2361,23,1520,152,15
ELAN,35202010,352020,3520,35,325412,3254,32,2834,283,28
MESA,20302010,203020,2030,20,481111,4811,48,4512,451,45
AMTB,40101015,401010,4010,40,522110,5221,52,6020,602,60
HFFG,30101020,301010,3010,30,4244,4244,42,5140,514,51
FLMN,10102020,101020,1010,10,211120,2111,21,1311,131,13
LTHM,15101050,151010,1510,15,325180,3251,32,2810,281,28
REZI,20102010,201020,2010,20,423690,4236,42,5065,506,50
STRO,35201010,352010,3520,35,325414,3254,32,2836,283,28
EB,50203010,502030,5020,50,519130,5191,51,7370,737,73
ARVN,35202010,352020,3520,35,325414,3254,32,2836,283,28
GRTS,35201010,352010,3520,35,325414,3254,32,2836,283,28
UPWK,20202010,202020,2020,20,519130,5191,51,7370,737,73
GH,35102015,351020,3510,35,325413,3254,32,2835,283,28
KOD,35201010,352010,3520,35,325414,3254,32,2836,283,28
YMAB,35201010,352010,3520,35,325414,3254,32,2836,283,28
ALLO,35201010,352010,3520,35,325414,3254,32,2836,283,28
SIBN,35101020,351010,3510,35,339113,3391,33,3842,384,38
NGM,35202010,352020,3520,35,325414,3254,32,2836,283,28
PLAN,45103010,451030,4510,45,518210,5182,51,7370,737,73
TWST,35201010,352010,3520,35,325414,3254,32,2836,283,28
ESTC,45103010,451030,4510,45,511210,5112,51,7372,737,73
VRRM,45102020,451020,4510,45,518210,5182,51,7374,737,73
STNE,45102020,451020,4510,45,522320,5223,52,6099,609,60
VAPO,35101010,351010,3510,35,334510,3345,33,3845,384,38
AMK,40203010,402030,4020,40,519130,5191,51,7370,737,73
ETRN,10102040,101020,1010,10,486210,4862,48,4922,492,49
AXNX,35101010,351010,3510,35,334510,3345,33,3845,384,38
MRNA,35201010,352010,3520,35,325414,3254,32,2836,283,28
WTRH,25502020,255020,2550,25,519130,5191,51,7370,737,73
DOW,15101010,151010,1510,15,325211,3252,32,2821,282,28
SI,40101015,401010,4010,40,522110,5221,52,6020,602,60
BYND,30202030,302020,3020,30,3114,3114,31,2030,203,20
ORGO,35201010,352010,3520,35,325414,3254,32,2836,283,28
GOSS,35201010,352010,3520,35,325414,3254,32,2836,283,28
HARP,35201010,352010,3520,35,325414,3254,32,2836,283,28
TCRR,35201010,352010,3520,35,325414,3254,32,2836,283,28
PSTX,35201010,352010,3520,35,325414,3254,32,2836,283,28
ALEC,35201010,352010,3520,35,325414,3254,32,2836,283,28
FOXA,50201020,502010,5020,50,515120,5151,51,4833,483,48
CYCN,35201010,352010,3520,35,325414,3254,32,2836,283,28
WTRE,40301030,403010,4030,40,524130,5241,52,6331,633,63
CVET,35102010,351020,3510,35,446110,4461,44,5912,591,59
SWAV,35101010,351010,3510,35,334510,3345,33,3845,384,38
LYFT,20304020,203040,2030,20,485310,4853,48,4100,410,41
SILK,35101020,351010,3510,35,334510,3345,33,3845,384,38
DTIL,35201010,352010,3520,35,325414,3254,32,2836,283,28
TW,40203040,402030,4020,40,519,519,51,7370,737,73
XFOR,35201010,352010,3520,35,325414,3254,32,2836,283,28
RMBI,40101015,401010,4010,40,522110,5221,52,6020,602,60
TH,25301020,253010,2530,25,531110,5311,53,6510,651,65
PLMR,40301040,403010,4030,40,524126,5241,52,6331,633,63
CHNG,35103010,351030,3510,35,511210,5112,51,7372,737,73
PD,45103010,451030,4510,45,519130,5191,51,7370,737,73
DSSI,10102040,101020,1010,10,483111,4831,48,4412,441,44
MNRL,10102020,101020,1010,10,211120,2111,21,1311,131,13
ZM,45103010,451030,4510,45,519130,5191,51,7370,737,73
TPTX,35201010,352010,3520,35,325414,3254,32,2836,283,28
PINS,50203010,502030,5020,50,519130,5191,51,7370,737,73
KTB,25203010,252030,2520,25,315,315,31,2300,230,23
TMDX,35101010,351010,3510,35,334510,3345,33,3845,384,38
AVTR,35203010,352030,3520,35,334516,3345,33,3826,382,38
UBER,20304020,203040,2030,20,485310,4853,48,4100,410,41
RRBI,40101015,401010,4010,40,522110,5221,52,6020,602,60
NXTC,35201010,352010,3520,35,325414,3254,32,2836,283,28
APLT,35201010,352010,3520,35,325414,3254,32,2836,283,28
SPFI,40101015,401010,4010,40,522110,5221,52,6020,602,60
CRTX,35201010,352010,3520,35,325414,3254,32,2836,283,28
FSLY,45102030,451020,4510,45,519130,5191,51,7370,737,73
WORK,45103010,451030,4510,45,519130,5191,51,7370,737,73
IDYA,35201010,352010,3520,35,325414,3254,32,2836,283,28
PSN,20101010,201010,2010,20,519130,5191,51,7370,737,73
CTVA,15101030,151010,1510,15,111,111,11,100,100,10
CRWD,45103020,451030,4510,45,518210,5182,51,7370,737,73
PSNL,35203010,352030,3520,35,325413,3254,32,2835,283,28
STOK,35201010,352010,3520,35,325414,3254,32,2836,283,28
BBIO,35201010,352010,3520,35,325414,3254,32,2836,283,28
AKRO,35201010,352010,3520,35,325414,3254,32,2836,283,28
BCEL,35201010,352010,3520,35,325414,3254,32,2836,283,28
ADPT,35203010,352030,3520,35,325413,3254,32,2835,283,28
MORF,35201010,352010,3520,35,325414,3254,32,2836,283,28
REAL,25502020,255020,2550,25,519130,5191,51,7370,737,73
KRTX,35201010,352010,3520,35,325412,3254,32,2834,283,28
INBX,35201010,352010,3520,35,325414,3254,32,2836,283,28
CMBM,45201020,452010,4520,45,334220,3342,33,3663,366,36
MDLA,45103010,451030,4510,45,518210,5182,51,7370,737,73
FULC,35202010,352020,3520,35,325414,3254,32,2836,283,28
PHR,35103010,351030,3510,35,519130,5191,51,7370,737,73
HCAT,35103010,351030,3510,35,518210,5182,51,7370,737,73
NOVA,55105020,551050,5510,55,221114,2211,22,4991,499,49
CSTL,35102015,351020,3510,35,621511,6215,62,8071,807,80
PROS,40301040,403010,4030,40,524126,5241,52,6331,633,63
RAPT,35201010,352010,3520,35,325414,3254,32,2836,283,28
DT,45103010,451030,4510,45,519130,5191,51,7370,737,73
ONEW,25504050,255040,2550,25,44122,4412,44,5500,550,55
CFB,40101015,401010,4010,40,522110,5221,52,6020,602,60
OPRT,40202010,402020,4020,40,522291,5222,52,6141,614,61
NVST,35101010,351010,3510,35,339114,3391,33,3843,384,38
OPCH,35102015,351020,3510,35,621498,6214,62,8090,809,80
SWTX,35201010,352010,3520,35,325414,3254,32,2836,283,28
NET,45103020,451030,4510,45,519130,5191,51,7370,737,73
CRNC,45103010,451030,4510,45,511210,5112,51,7372,737,73
PING,45103020,451030,4510,45,519130,5191,51,7370,737,73
DDOG,45103010,451030,4510,45,519130,5191,51,7370,737,73
PTON,25202010,252020,2520,25,339920,3399,33,3949,394,39
VIR,35201010,352010,3520,35,325414,3254,32,2836,283,28
IGMS,35201010,352010,3520,35,325414,3254,32,2836,283,28
